LUBELSKIE;LbWilczopole;LbWilczopole;Lublin-Podmiejska;Wilczopole; Różana 1;
LUBELSKIE;LbZamoscHrubieszowsk;LbZamoHrubie;Zamość  Hrubieszowska 69A;Zamość; Hrubieszowska 69A
ŁÓDZKIE;LdBrzeziWIOSMReforma;LdBrzeReform;Brzeziny-Reformacka1;Brzeziny; Reformacka 1
ŁÓDZKIE;LdGajewWIOSAGajew;LdGajewUjWod;Gajew;Gajew;Ujęcie wody
ŁÓDZKIE;LdKutnoWIOSMKoscius;LdKutnKosciu;Kutno-Kościuszki 26;Kutno; Kościuszki 26
ŁÓDZKIE;LdLodzPalki;LdLodzAlPalk;Łódź-Al.Palki;Łódź; Palki
ŁÓDZKIE;LdLodzWIOSACzernik;LdLodzCzerni;Łódź-Widzew;Łódź; Czernika 1
ŁÓDZKIE;LdLodzWIOSAGdanska;LdLodzGdansk;Łódź-Gdańska 16;Łódź; Gdańska 16
ŁÓDZKIE;LdLodzWIOSAKilinsk;LdLodzKilins;Łódź-Kilińskiego 102;Łódź; Kilińskiego 102
ŁÓDZKIE;LdLodzWSSEMLegiono;LdLodzLegion;Łódź-Legionów 1;Łódź; Legionów 1
ŁÓDZKIE;LdLodzWIOSALipowa;LdLodzLipowa;Łódź-Lipowa;Łódź; Lipowa 81
ŁÓDZKIE;LdLodzWSSEMRudzka;LdLodzRudzka;Łódź-Rudzka60;Łódź; Rudzka 60
ŁÓDZKIE;LdLodzWIOSAZachodn;LdLodzZachod;Łódź-Zachodnia 40;Łódź; Zachodnia 40
ŁÓDZKIE;LdLowSienkie;LdLowiczSien;Łowicz-Henryka Sienkiewicza 62;Łowicz; Henryka Sienkiewicza 62
ŁÓDZKIE;LdOpocznWIOSMPlKosci;LdOpocPlKosc;Opoczno-Pl Kościuszki 15;Opoczno; Kościuszki 15
ŁÓDZKIE;LdPabianWIOSMKilinsk;LdPabiKilins;Pabianice-Kilińskiego 4;Pabianice; Kilińskiego 4
ŁÓDZKIE;LdPabianWIOSAKonstan;LdPabiKonsta;Pabianice-Polfa;Pabianice; Konstantynowska
ŁÓDZKIE;LdParzniWIOSAParznie;LdParzniUjWo;Parzniewice;Parzniewice;Ujęcie wody
ŁÓDZKIE;LdPiotrkWIOSAKrakPrz;LdPioTrKraPr;Piotrków Tryb.-Krakowskie Przedmieście;Piotrków Trybunalski; Krakowskie Przedmieście 13
ŁÓDZKIE;LdPiotrkWIOSMSienkie;LdPioTrSienk;PiotrkówTryb.-Sienkiewicza 16;Piotrków Trybunalski; Sienkiewicza 16
ŁÓDZKIE;LdRadomsWIOSMRolna2;LdRadomsRoln;Radomsko-Rolna2;Radomsko; Rolna 2
ŁÓDZKIE;LdRadomsWIOSASokola4;LdRadomsSoko;Radomsko-Sokola4;Radomsko; Sokola 4
ŁÓDZKIE;LdRawaMaWIOSMNiepodl;LdRawaNiepod;Rawa Mazowiecka-Niepodległości 8;Rawa Mazowiecka; Niepodległości 8
