ŚLĄSKIE;SlWodziWodz_galcz;SlWodzGalczy;Wodzisław_Gałczyńskiego-WIOŚ;Wodzisław Śląski; Gałczyńskiego 1
ŚLĄSKIE;SlZabrzZabr_sklod;SlZabSkloCur;Zabrze_skłod-WIOŚ;Zabrze; M. Skłodowskiej-Curie 34
ŚLĄSKIE;SlZawieZawi_zawie;SlZawSkloCur;Zawiercie_skłod-curie- WIOŚ;Zawiercie; Skłodowskiej-Curie 16
ŚLĄSKIE;SlZlotyJano_lesni;SlZlotPotLes;Złoty Potok gm. Janów (automat);Złoty Potok; Leśniczówka Kamienna Góra
ŚLĄSKIE;SlZoryzZory_sikor;SlZorySikors;Żory_os.Sikorskiego-WIOŚ;Żory; Sikorskiego 52
ŚLĄSKIE;SlZywieZywi_koper;SlZywieKoper;Żywiec_kopernika-WIOŚ;Żywiec; Kopernika 84
ŚLĄSKIE;SlZywieZywi_slowa;SlZywieSlowa;Żywiec-słowackiego-WIOŚ;Żywiec; Słowackiego 2
WARMIŃSKO-MAZURSKIE;WmElblagWIOS_Bazynsk;WmElbBazynsk;WIOŚ Elbląg  Bażyńskiego;Elbląg; Bażyńskiego 6
WARMIŃSKO-MAZURSKIE;WmGoldapWIOS_Jacwies;WmGoldJacwie;WIOŚ Gołdap  Jaćwieska;Gołdap; Jaćwieska 15
WARMIŃSKO-MAZURSKIE;WmIlawaAnd;WmIlawAnders;WIOŚ Iława Andersa;Iława;Andersa 8a
WARMIŃSKO-MAZURSKIE;WmMragowWIOS_Parkowa;WmMragParkow;WIOŚ Mrągowo  Parkowa;Mrągowo; Parkowa
WARMIŃSKO-MAZURSKIE;WmNidzicaWIOS_Traugut;WmNiTraugutt;WIOŚ Nidzica Traugutta;Nidzica; Traugutta
WARMIŃSKO-MAZURSKIE;WmOlsztyWIOS_Puszkin;WmOlsPuszkin;WIOŚ Olsztyn  Puszkina;Olsztyn; Puszkina 16
WARMIŃSKO-MAZURSKIE;WmOstrodWIOS_Chrobre;WmOstrChrobr;WIOŚ Ostróda  Chrobrego;Ostróda; Chrobrego 3
WARMIŃSKO-MAZURSKIE;WmPuszcz_IOS_Borecka;WmPuszczaBor;KMŚ Puszcza Borecka;;Diabla Góra
WIELKOPOLSKIE;WpWKP011/10;WpBoroDrapal;WKPBorowiec;Borówiec; Drapałka 4
WIELKOPOLSKIE;WpGnieznoPM10/11;WpGniePaczko;Gniezno,  Paczkowskiego;Gniezno; Paczkowskiego
WIELKOPOLSKIE;WpWKPKalisz007/10;WpKaliSawick;WKPKalisz;Kalisz; Hanki Sawickiej
WIELKOPOLSKIE;WpKonin311009D009102;WpKoniWyszyn;Konin,  Wyszyńskiego 3a;Konin; Wyszyńskiego 3
WIELKOPOLSKIE;WpLesznoPM10/11;WpLeszKiepur;WpLesznoPM10/11;Leszno; Kiepury
WIELKOPOLSKIE;WpNowyTomyslPM10/11;WpNoTomSzpit;WpNowyTomyslPM10/11;Nowy Tomyśl; Szpitalna
WIELKOPOLSKIE;WpOstrowWlkpPM10;WpOstWieWyso;Ostrow Wlkp.,  Wysocka 57;Ostrów Wielkopolski; Wysocka 57
WIELKOPOLSKIE;WpPila5710111;WpPilaKusoci;Pila,  Kusocinkiego;Piła; Kusocińskiego
WIELKOPOLSKIE;WpPleszewPM10/14;WpPleszAlMic;WpPleszew;Pleszew;al. Mickiewicza
WIELKOPOLSKIE;WpPoznanPOSIRPM10/11;WpPoznChwial;WpPoznanPOSIRPM10/11;Poznań; Chwiałkowskiego
WIELKOPOLSKIE;WpWKP002;WpPoznDabrow;WKPPoznan 2;Poznań; Dąbrowskiego 169
WIELKOPOLSKIE;WpWKP001;WpPoznPolank;WKPPoznan1;Poznań; Polanki
WIELKOPOLSKIE;WpPoznanSzymanowskiego17;WpPoznSzyman;Poznan,  Szymanowskiego 17;Poznań; Szymanowskiego 17
WIELKOPOLSKIE;WpTarnowoPodgornePM10/10;WpTarPodZach;WpTarnowoPodgornePM10/10;Tarnowo Podgórne; Zachodnia
WIELKOPOLSKIE;WpWagrowiecPM10/10;WpWagrowLipo;WpWagrowiecPM10/10;Wągrowiec; Kolejowa 2
ZACHODNIOPOMORSKIE;ZpKoszalin005;ZpKoszArKraj;Koszalin_ArmiiKrajowej;Koszalin; Armii Krajowej
ZACHODNIOPOMORSKIE;ZpKoszalin006;ZpKoszSpasow;Koszalin_Spasowskiego;Koszalin; Spasowskiego 2f
ZACHODNIOPOMORSKIE;ZpMysMysliborz007;ZpMyslZaBram;Myślibórz_ZaBramką;Myślibórz; Za Bramką 8
ZACHODNIOPOMORSKIE;ZpSzczecin001;ZpSzczAndr01;Szczecin_Andrzejewskiego;Szczecin; Andrzejewskiego 23
ZACHODNIOPOMORSKIE;ZpSzcSzczecinek008;ZpSzczec1Maj;Szczecinek_1Maja;Szczecinek; 1 Maja 22
ZACHODNIOPOMORSKIE;ZpSzcSzczecinek010;ZpSzczecPrze;Szczecinek_Przemysłowa;Szczecinek; Przemysłowa
ZACHODNIOPOMORSKIE;ZpSzczecin004;ZpSzczLacz04;Szczecin_Łączna;Szczecin; Łączna
ZACHODNIOPOMORSKIE;ZpSzczecin002;ZpSzczPils02;Szczecin_Piłsudskiego;Szczecin; Piłsudskiego 1
ZACHODNIOPOMORSKIE;ZpGryfWiduchowa003;ZpWiduByb;Widuchowa;Widuchowa; Bary Rybackie 1
