Kod stacji;DsJelw05;DsLegZlotor;DsLubinMaj;DsNRudaSrebPArch;DsSwidRynekArch;DsWrocWie;KpCiechoTezniowa;KpSadlog;KpSwiecGruczno;KpSwiecKolejowa;KpTorunDziewulsk;KpWloclSielska;KpWolice;LbBialaPOrzechowa;LbDorohWIOS;LbLublinPiel;LbLublin_Sliwins_5;LbZamoscHrubieszowsk;LdKutnoWIOSMWilcza;LdLodzWSSEMWodna40;MpAndrycWSSEKrak1801;MpBochniWSSESoln0102;MpChrzanWSSEGrzy0301;MpKrakowWIOSAKra6117;MpKrakowWIOSPrad6115;MpKrakowWSSERPod6113;MpNoTargWSSESzaf1102;MpOswiecWSSEWiez1301;MpTarnowWSSEMosc6301;MpWielicWIOSNiep1904;MzCiechStrazacka;MzOstrolTargowa;MzWarszBernWoda;MzWarszKrucza;MzWarszZelazWSSE;OpKkozle243;OpOpole45p;OpPrud189p;PdBialyLegionowa8;PdLomzaKopernika16;PdSuwPulaski;PkJasloWIOSFlor;PkPrzemWIOSPDom;SkChecBiaZag;SkKielJagiel;SkOzarowMiec;SkOzarowOsWz;WmOlsztyWSSE_Zolnier;WpKonin31018;WpLeszno411000;WpPila5710111;WpPoznan63117;ZpGryfWiduchowa003;ZpSzczWSSESped6
37963;8,583;32,8;38;0;58;44,6;10,78;12,6;14;10;9;0;12;16;0;33;20,3;26,4;56;44;42;0;39;60;44;0;0;115;0;40,2;36;49,4;0;18,3;40;0;0;0;12;0;0;26;56;26;16;23;20;16,1;0;82;92;33;4,2;16
37964;19;39;50;193,5;85;91,9;0;29,8;24;0;25;0;28,3;26;15,6;38;35,4;30,6;83;57;120;0;48;69,304;68;0;0;58;0;67,9;36;0;0;23,8;38;0;0;0;21;51,4;66,6;23;107;27;20;27;27;14,2;0;0;0;47;11,3;31
37965;19,167;28;56;203,3;56;72,7;36,25;47,5;45;0;34;21,7;23,3;18;0;33;32,3;44,1;71;62;156;0;100;147,217;95;0;0;151;0;89,6;51;73,7;19;20,1;48;0;0;0;38;0;0;17;138;72;58;27;36;36,9;0;15;0;57;12,3;44
37966;11,792;21,3;83;130;20;64,4;0;38,2;42;20;27;0;27,6;21;15,2;31;26,9;30,3;84;64;58;0;153;190,875;183;0;0;19;0;223,2;48;0;35;38,4;0;0;0;0;31;51,6;102,8;0;0;55;65;29;33;52,6;0;0;0;67;14,3;28
37967;29,667;0;32;5;34;38,2;41,81;28,2;26;18;30;34,3;12,7;24;0;54;37;37,5;57;48;33;0;139;71,75;67;0;0;18;0;83,3;37;53,5;30;30,4;0;0;0;0;43;0;0;0;0;44;32;27;27;23,9;0;34;61;36;16;18
37968;2,792;0;9;126,3;12;15,9;0;11;9;3;7;0;0;9;14,4;19;18,7;14,5;18;28;14;0;38;53,957;37;0;0;9;0;39;16;104,5;10;23,8;0;0;0;0;34;48,9;62,3;0;0;18;14;18;18;10,7;20;0;0;23;16,8;4
37969;3,167;0;4;71,15;16;10,9;25,57;4,6;3;2;4;0;0;0;0;11;12,5;13,2;23;0;14;0;15;22,45;8;0;0;15;0;12,6;12;0;15;12,8;0;0;0;0;19;0;0;0;0;5;2;6;6;4,6;0;18;31;17;4,4;7
37970;2,958;23,8;23;18,01;16;13,9;0;11,7;7;6;3;0;5,8;9;11,6;16;9,7;18,1;26;26;27;0;23;28,13;18;0;0;6;0;18,2;0;15,8;9;11;0;0;0;0;12;25,1;30,5;13;33;7;8;14;13;0;0;0;32;20;3,8;7
37971;13;21,4;19;14,99;0;20,6;9,42;6,7;8;0;2;19,1;5,1;12;0;18;15;24,5;37;30;29;0;13;25,522;20;0;0;0;0;20,5;15;0;5;11;0;0;0;0;11;0;0;17;40;8;10;11;11;7,9;43;44;0;19;2,2;20
37972;25,083;27,5;23;16,7;36;26,6;0;14,2;14;6;10;0;6,9;21;10,3;33;24,9;36,9;49;40;51;0;39;44,913;34;0;0;0;0;44,3;38;29,7;10;18,3;0;0;0;0;12;31;49,6;41;56;25;17;23;21;10,5;0;0;79;30;5,9;18
37973;21,583;31,3;97;32,47;35;75,1;14,42;18,8;16;8;22;24,9;6,5;16;0;38;19,5;27,9;62;74;51;0;126;62,087;116;0;0;0;0;57,1;40;47,8;25;22;0;0;0;0;25;0;0;0;0;48;41;23;28;25,9;0;66;0;43;16;18
37974;25,542;0;79;54,91;26;82,3;0;29,7;36;13;34;0;11,3;32;15,6;49;36,7;36,8;82;68;93;0;124;126,167;64;0;0;0;0;182,5;57;144,8;20;47,6;0;0;0;0;24;48,4;62,9;0;0;79;67;40;31;49,9;87;0;92;65;13;21
37975;9,083;0;10;166,24;33;27,9;31;28,4;30;13;35;0;0;0;0;56;38,7;32,4;69;58;45;0;70;104,125;94;0;0;0;0;119,1;62;57,9;22;45,7;0;0;0;0;46;0;0;0;0;69;36;44;27;20,6;58;66;0;38;17,7;19
37976;2,458;0;11;62,84;7;4,7;0;14,6;9;3;7;0;0;10;11,4;21;25,3;15,3;28;0;17;0;114;104,292;64;0;0;0;0;28,2;19;30,8;18;42,1;0;0;0;0;43;10,3;72,3;0;0;24;6;16;12;8,2;0;0;29;8;13,9;4
37977;5,875;20,9;18;90,61;18;19,5;38,86;6,5;5;6;2;0;6,2;13;0;19;14,1;25,9;42;20;35;0;34;58,125;24;0;0;0;0;26,8;0;8;13;14,6;0;0;0;0;18;0;0;27;0;20;7;0;0;0;0;0;0;9;2,5;16
37978;4,333;32,3;52;15,84;47;69,1;0;15,2;21;12;16;0;5,5;50;12;0;13,7;0;93;67;170;0;132;66,81;46;0;0;0;0;44,9;0;57,6;13;54,9;0;0;0;0;13;40,6;76,8;0;72;28;113;0;0;20,9;58;0;0;54;2,8;11
37979;6,042;0;0;0;50;0;23,69;30,6;31;10;24;0;19,3;0;0;39;41,7;0;0;52;140;0;102;116,375;105;0;0;0;0;123,6;0;40,1;0;34,8;0;0;0;0;32;0;0;0;129;111;66;0;0;32,1;0;0;0;67;4,1;10
37980;2,667;0;0;0;19;0;0;33,5;36;13;21;0;10,5;0;12,4;43;28,8;0;0;0;74;0;130;166,042;138;0;0;0;0;204,2;0;41,1;0;34,8;0;0;0;0;35;19,9;49,3;0;0;74;68;0;0;32,7;0;0;0;45;5,3;10
37981;6,833;0;0;0;20;0;37,47;23,1;21;0;25;0;16,3;0;0;36;31,8;0;0;0;47;0;115;156,292;127;0;0;0;0;122,3;0;43,8;0;29,3;0;0;0;0;38;0;0;0;0;58;70;0;0;33,7;59;64;0;40;8,1;10
37982;8,75;0;46;0;29;0;0;24,4;27;0;20;0;0;23;13,3;30;20,9;0;0;46;0;0;127;198,458;176;0;0;0;0;152;0;50,1;0;32,9;0;0;0;0;38;0;0;0;0;44;55;31;25;31,4;0;0;0;50;7,3;9
37983;12,25;0;28;0;38;0;33,15;33,6;38;0;27;0;0;18;0;25;31,8;0;0;0;0;0;34;118,13;94;0;0;0;0;0;0;28,3;0;32,9;0;0;0;0;37;0;0;0;0;51;29;33;24;16,7;0;23;84;40;26,3;18
37984;15;29;50;0;41;57;0;24,2;21;0;18;0;8,7;33;13,8;54;28,7;48,4;78;63;79;0;128;108,435;101;0;0;0;0;0;0;42,1;0;31,1;0;0;0;0;32;45,6;15,1;19;86;74;108;42;68;11,1;0;0;80;60;11,6;12
37985;14,625;32,3;19;60;0;41,4;40,94;46,5;48;0;39;0;46,9;29;0;80;62,4;60,8;0;56;180;0;137;154,625;124;0;0;0;0;0;0;35,6;0;45,7;0;0;0;0;32;0;0;0;174;85;93;48;45;25,6;0;113;25;63;6,1;61
37986;15,167;0;0;71;0;0;0;28,4;18;0;26;0;4,7;0;14,4;51;48,1;0;0;33;66;0;54;0;90;0;0;0;0;0;0;0;5;40,2;0;0;0;0;44;32,1;17,7;0;0;75;0;0;0;9,8;40;0;0;0;38;0
