Kod stacji;DsJelw05;DsLegZlotor;DsLubinMaj;DsNRudaSrebPArch;DsSwidRynekArch;DsWrocWie;KpCiechoTezniowa;KpSadlog;KpSwiecGruczno;KpSwiecKolejowa;KpTorunDziewulsk;KpWloclSielska;KpWolice;LbBialaPOrzechowa;LbDorohWIOS;LbLublinPiel;LbLublin_Sliwins_5;LbZamoscHrubieszowsk;LdKutnoWIOSMWilcza;LdLodzWSSEMWodna40;MpAndrycWSSEKrak1801;MpBochniWSSESoln0102;MpChrzanWSSEGrzy0301;MpKrakowWIOSAKra6117;MpKrakowWIOSPrad6115;MpKrakowWSSERPod6113;MpNoTargWSSESzaf1102;MpOswiecWSSEWiez1301;MpTarnowWSSEMosc6301;MpWielicWIOSNiep1904;MzCiechStrazacka;MzOstrolTargowa;MzWarszBernWoda;MzWarszKrucza;MzWarszZelazWSSE;OpKkozle243;OpOpole45p;OpPrud189p;PdBialyLegionowa8;PdLomzaKopernika16;PdSuwPulaski;PkJasloWIOSFlor;PkPrzemWIOSPDom;SkChecBiaZag;SkKielJagiel;SkOzarowMiec;SkOzarowOsWz;WmOlsztyWSSE_Zolnier;WpKonin31018;WpLeszno411000;WpPila5710111;WpPoznan63117;ZpGryfWiduchowa003;ZpSzczWSSESped6
37622;11,125;0;0;0;0;0;57,41;0;41;43;151;0;9,4;0;11,3;26;0;0;0;0;129;70;73;0;129;68;0;0;36;0;0;0;43;102,4;46;0;0;0;0;25,9;0;0;77;71;0;0;0;34,2;0;0;72;0;0;0
37623;3,917;30,3;12;0;0;0;0;0;21;22;95;0;6,5;0;0;21;0;0;0;31;28;10;43;0;95;68;0;39;16;0;0;0;34;32,9;33;14;23;40;0;0;0;0;0;29;0;0;0;62,2;0;0;33;39;0;0
37624;4,167;0;0;0;0;0;45,74;0;18;21;71;0;5,8;24;8,9;35;17,7;0;0;50;31;22;39;0;18;21;0;20;17;0;0;0;0;34,8;41;0;0;0;0;64,5;58,2;0;57;25;0;0;0;32;0;67;0;37;0;0
37625;11,583;0;0;0;0;0;0;0;23;23;91;0;0;0;0;59;40,8;0;0;66;38;29;39;64,833;50;21;0;45;21;0;0;0;0;60,4;58;0;47;0;0;0;0;0;0;34;0;0;28,2;27,1;59;0;0;48;0;0
37626;10,042;0;0;0;0;0;52,82;0;34;30;130;0;0;27;11,1;63;64,8;0;0;0;26;29;39;64;27;21;0;45;13;0;0;0;0;57,7;63;0;0;0;0;65,6;133,7;0;91;44;0;29,6;22,9;43,8;0;0;124;67;0;0
37627;20,583;48,3;0;0;0;64,6;0;0;52;47;115;0;9,1;0;0;47;36,1;208,7;0;59;65;43;41;73,545;48;30;0;27;16;0;0;0;0;38,4;57;0;0;0;0;0;0;0;0;46;0;21,2;0;56,4;0;0;0;50;0;0
37628;19,458;68,1;29;0;0;64,5;107,26;0;105;84;248;47,1;28,3;17;11,9;35;35,7;56,6;0;62;36;55;35;69,222;50;21;0;48;7;0;0;0;0;47,6;70;86;88;111;0;15,4;231,4;0;85;48;0;25,7;25,6;116,8;0;101;0;115;0;0
37629;22,667;117;63;0;0;134,1;0;0;138;114;409;0;33,1;0;0;100;59;157,9;0;119;174;120;74;0;65;63;0;58;46;0;164;0;0;76,8;164;0;0;0;0;0;0;0;0;97;0;23,5;36,2;62,6;0;0;0;249;0;7
37630;36,458;146,2;42;0;0;177,3;117,96;0;84;62;263;148;35,2;108;13,8;161;128,9;282,6;0;236;227;173;121;214,476;126;60;0;216;116;0;134;0;0;235,8;0;0;0;0;0;11,6;151,4;0;139;157;0;33,4;37;67,7;52;266;0;121;0;7
37631;25,542;0;25;0;0;64,8;0;0;27;20;115;0;5,8;0;0;201;123,6;141,8;0;106;219;103;140;188,208;127;50;0;74;24;0;61;0;0;194,6;83;0;0;0;0;0;0;0;0;146;0;44,2;44,9;28,1;58;0;0;51;0;0
37632;6,75;0;16;0;0;0;43,84;0;31;18;85;0;0;48;11,2;72;46;103,8;0;64;267;114;140;150,125;135;50;0;140;16;0;47;0;0;40,2;51;0;0;0;0;80,2;65,3;0;142;66;0;44,6;60,2;43;0;29;124;47;0;0
37633;5,083;0;21;0;0;0;0;0;16;6;49;0;0;0;0;44;41;77,3;0;0;102;38;140;141,833;106;50;0;126;14;0;34;0;0;43,9;36;44;63;121;0;0;0;0;0;51;0;29,5;27,7;0;17;0;0;28;0;0
37634;4,167;30,7;22;0;0;26,2;29,57;0;14;5;60;46,7;18,9;22;8;50;36,8;75,2;0;40;32;27;22;61,292;33;11;16;22;46;0;34;0;0;29,3;40;0;0;0;0;48,5;17,4;0;62;44;0;30,3;25,4;21,5;19;26;79;21;0;0
37635;4,083;30,9;12;0;0;58,1;0;0;8;2;41;0;14,5;0;0;26;30,6;42;0;24;39;20;28;45,478;24;10;18;30;33;0;18;0;0;76,8;25;0;21;0;0;0;0;0;0;33;0;8,9;8;7,9;0;0;62;23;0;0
37636;4,042;50,6;15;0;0;32,5;34,03;0;13;3;56;34;15,6;13;8,8;33;0;40,9;8;32;56;42;35;48,783;0;15;30;13;14;0;28;0;0;18,3;33;0;0;0;0;13,9;12,9;0;56;37;0;29;21,4;0;0;32;52;33;0;6
37637;4,5;44,4;25;0;0;94,5;0;0;13;6;55;0;20;0;0;31;25;47,9;19;37;42;27;28;68,708;51;17;30;27;17;0;23;0;0;23,8;25;0;0;0;0;0;0;0;0;35;0;13,8;15,6;14,1;0;0;39;27;0;32
37638;4,542;0;25;0;0;42,2;86,49;0;25;12;94;0;26,5;22;10;42;46,1;47,7;178;49;50;78;83;119,5;89;66;135;20;34;0;44;0;0;42,1;54;43;49;82;0;58,2;17;0;95;57;0;19,4;26,5;24,4;0;64;0;49;0;0
37639;7,375;0;23;0;0;66,7;0;0;30;17;92;0;0;0;0;48;0;56,2;132;71;113;74;83;178,25;104;66;179;73;33;0;50;0;0;53;61;0;0;0;0;0;0;0;0;68;0;21,8;35,5;33,6;0;0;0;47;0;0
37640;9,833;0;24;0;0;40,9;62,34;0;31;13;127;0;0;29;12,4;87;0;108,4;82;0;73;69;83;126,042;92;66;177;147;21;0;62;0;0;71,3;76;0;0;0;0;75,4;62,5;0;148;98;0;48,4;47,3;41,8;0;106;22;60;0;0
37641;6,542;42,6;25;0;0;67;0;0;49;31;136;0;17,1;0;0;57;0;86,3;0;85;96;83;123;189,875;146;63;143;74;22;0;69;0;0;71,3;80;0;0;0;0;0;0;0;0;84;0;31,9;46,2;66,2;62;0;0;59;0;30
37642;9,292;51,4;20;0;0;45,6;58,07;0;37;36;133;93,1;20;9;6,4;41;0;38,7;71;57;73;109;51;180,917;102;37;61;98;11;0;37;0;0;58,5;55;0;60;0;0;63,5;74,7;0;94;54;0;0;21,4;51,5;0;75;122;56;0;0
37643;10,958;42,4;30;0;0;32,3;0;0;47;34;105;0;25,4;0;0;34;0;33,2;75;53;126;32;74;122,174;64;48;95;89;16;0;40;0;0;86;37;41;37;88;0;0;0;0;0;30;0;13,5;14,5;28;0;0;0;67;0;0
37644;10,083;45,9;17;0;0;38;22,51;0;45;39;146;64,5;19,3;6;8,6;67;0;70,7;123;74;125;93;37;102,292;83;28;56;98;46;0;57;0;0;40,2;73;0;0;0;0;46,9;59,8;0;122;66;0;38,9;67,2;49,8;0;83;56;51;0;32
37645;9,583;0;15;0;0;43,3;0;0;19;27;89;0;7,6;0;0;81;0;71,8;74;67;90;65;65;92,25;86;21;78;83;46;0;53;0;0;93,3;78;0;0;0;0;0;0;0;0;80;0;53,8;49,1;14,3;0;0;0;37;0;0
37646;4,75;0;17;0;0;28,9;19,81;0;0;10;68;0;0;21;11,1;67;0;69,1;60;63;103;92;65;111,542;82;21;0;51;54;0;30;0;0;31,1;33;0;59;0;0;37,3;27,7;0;70;65;0;28,6;44,2;22,9;0;49;81;43;0;0
37647;7,875;0;7;0;0;37,9;0;0;0;13;95;0;0;0;0;53;0;55,1;59;0;46;42;65;89,167;55;21;0;74;37;0;43;0;0;32,9;50;0;0;0;0;0;0;0;0;51;0;31,8;26,6;31;34;0;0;36;0;0
37648;3,083;25,1;21;0;0;12,8;25,28;0;0;8;67;27,3;5,9;15;8,5;34;0;36;27;29;27;17;11;72,391;39;11;16;58;28;0;18;0;0;29,3;26;33;0;44;0;39,9;30,7;0;29;43;0;20,8;6,5;3,2;10;49;63;14;0;0
37649;2,583;34,5;19;0;0;12,1;0;0;0;4;30;0;6,9;0;0;14;0;24,2;26;24;17;14;16;27,524;17;5;14;46;8;0;15;0;0;32,9;28;0;0;0;0;0;0;0;0;14;0;0;0;10,5;0;0;15;13;0;22
37650;2,5;43,8;20;0;0;13,3;40,83;20,2;0;6;44;18,5;4,7;19;15,4;27;0;35,2;42;43;27;24;23;64,261;25;5;29;27;21;0;26;0;0;75;27;0;0;0;0;35,6;12,6;0;47;32;0;10,3;0;17,4;0;32;60;30;0;4
37651;3,583;28,9;22;0;0;49,8;0;14,2;0;15;73;0;7,2;0;0;38;0;39;102;50;67;47;74;55,783;34;18;64;114;29;0;57;0;0;31,1;43;0;0;0;0;0;0;0;0;30;0;16,7;3,6;25,8;0;0;63;36;0;0
37652;7,5;0;69;0;0;67;42,32;29,8;14;14;81;0;4,7;31;13,3;50;0;33,5;188;59;70;22;64;115,958;75;13;41;71;27;0;0;0;0;53;29;0;0;0;0;77,7;39,6;0;55;43;0;9,4;9,8;18,4;0;59;0;43;0;0
37653;10,375;0;22;0;0;92,9;0;32;31;19;109;0;0;45;10,1;75;0;63,2;183;100;64;74;64;113,917;52;13;90;62;24;0;98;0;32;32,9;72;85;0;84;0;23,5;71,7;0;89;39;0;18;8;29,9;0;47;0;0;0;0
37654;10,458;0;10;0;0;58,6;37,5;39,8;40;25;126;0;0;0;0;40;0;42,7;63;0;69;38;64;90,458;62;13;128;103;27;0;0;0;23;65,8;51;0;0;0;0;0;0;0;0;63;0;1;13;31,7;0;0;0;0;0;0
37655;2,833;28,7;18;0;0;51,5;0;34,4;30;23;85;35,3;12;13;9,5;41;0;45,9;72;60;65;50;21;136,583;83;11;26;92;16;0;0;0;11;36,6;47;0;0;0;0;97,3;55,8;0;35;38;0;17;26;27,9;0;56;0;42;0;0
37656;6,167;45,5;28;0;0;84,7;28,03;26,7;27;19;129;0;13;0;0;45;0;64,4;136;137;82;58;102;93,167;76;14;38;0;34;0;81;0;26;42,1;73;0;183;0;0;0;0;0;0;59;0;14;36;42,5;0;0;94;58;0;0
37657;10,542;24,5;24;0;0;113,7;0;35,9;30;29;120;38,7;8;15;8,7;53;0;53,2;45;87;45;38;58;79,292;56;11;38;92;0;0;31;0;42;45,7;45;0;0;0;0;109,2;60,7;0;44;54;0;19;34;42,5;76;0;114;61;0;0
37658;6,917;29,1;18;0;0;24,2;58,26;19,4;15;11;57;0;9;14;0;35;0;45,6;58;39;30;14;23;42,25;27;22;30;154;40;0;14;0;11;102,4;29;35;32;102;0;0;0;0;0;27;0;5;17;31,4;0;0;0;27;0;10
37659;6,458;0;16;0;0;36,2;0;21,8;23;12;48;0;2;15;8,5;33;0;71;87;43;45;29;46;50,375;32;59;29;45;23;0;20;0;11;27,4;29;0;0;0;0;69,6;30,7;0;60;39;0;7;10;41,3;0;4;0;44;0;0
37660;8,625;0;23;0;0;0;77,35;22,6;26;22;72;0;0;0;0;44;0;43,8;59;50;72;47;46;69,333;48;59;0;83;27;0;42;0;23;75;49;0;0;0;0;0;0;0;0;40;0;24;25;47,5;0;0;0;47;0;0
37661;14,042;0;15;0;0;0;0;30,8;28;26;89;0;0;6;9;27;0;25;35;0;49;48;46;73,042;47;59;0;41;31;0;17;0;25;34,8;40;0;0;0;0;65,7;20,8;0;66;42;0;0;0;24,3;45;0;0;49;0;0
37662;14,792;45,3;18;0;0;49,8;151,1;33,9;30;24;87;0;18;9;0;36;0;50;77;48;45;42;30;49,708;24;103;63;25;21;0;100;0;19;20,1;50;0;0;0;0;0;0;0;0;25;0;15;18;34,9;0;0;0;55;0;17
37663;10,958;38;7;0;0;64,7;0;51,2;43;59;124;29,4;13;30;15,7;63;0;170,8;52;49;34;42;16;59,5;29;103;160;20;19;0;13;0;16;20,1;40;68;50;173;0;61,5;57,2;0;118;30;0;17;27;60,5;50;56;0;53;0;17
37664;20,125;17;14;0;0;88;63,35;63,7;52;37;287;0;36;19;0;181;0;348;198;92;144;154;52;149,625;59;207;244;58;104;0;140;0;31;34,8;94;0;0;0;0;0;0;0;0;84;0;56;81;53,4;0;0;0;0;0;20
37665;33,125;108,5;73;0;0;137,7;0;95,9;85;92;338;35,3;25;0;7,6;167;0;291,3;257;112;250;0;130;246,333;141;246;0;163;166;0;103;0;73;86;141;0;200;0;0;75;51,8;0;173;187;0;91;122;54,8;0;162;195;0;0;27
37666;17,542;0;28;0;0;89,4;22,06;64,5;20;22;103;0;5;16;0;92;0;139,9;57;81;250;109;225;364;222;158;107;274;143;0;25;0;62;122,7;52;0;0;0;0;0;0;0;0;139;0;44;30;19,3;0;0;0;0;0;0
37667;10,292;0;7;0;0;40;0;10,7;4;3;30;0;0;7;7,5;20;0;26,7;33;28;86;42;64;210,375;139;158;76;65;22;0;18;0;100;20,1;18;0;0;0;0;39;11,2;0;75;34;0;2;5;20,2;7;119;22;0;0;0
37668;9,125;0;33;0;0;60;55,68;22,5;26;23;98;0;0;0;0;92;0;75,8;134;0;45;20;37;47,826;25;158;24;13;0;0;96;0;35;34,8;65;48;69;69;0;0;0;0;0;33;0;17;30;0;0;0;0;0;0;0
37669;15,333;141,3;35;0;0;113,8;0;69,1;27;32;172;47,7;22;32;9,1;98;52,2;105,6;0;115;126;52;187;167,542;0;187;0;264;90;0;48;0;38;82,3;85;0;0;0;0;64,3;30,5;0;156;116;0;62;69;37,4;0;269;104;0;0;51
37670;17,857;47,6;31;0;0;50,9;19,34;20,8;8;12;44;0;9;15;0;32;0;52,7;0;41;126;103;159;293,583;224;149;0;140;0;0;0;0;0;25,9;23;0;79;0;0;0;0;0;0;78;0;28;19;16,7;0;0;17;0;0;33
37671;5,75;27,7;19;0;0;38,9;0;15,7;10;11;40;38,6;8;6;9,4;24;0;28,8;37;43;46;29;32;103,5;0;52;0;38;12;0;12;0;0;23,8;25;0;0;0;0;16,9;38,8;0;38;27;0;21;21;18,4;51;0;36;0;0;43
37672;5,625;25,1;27;0;0;34,7;26,9;22,6;13;13;54;0;11;7;0;27;0;25;0;41;64;29;48;74,625;47;57;0;25;0;0;12;0;80;32,9;29;0;55;0;0;0;0;0;0;23;0;24;25;20,6;35;0;58;0;0;35
37673;17,333;0;20;0;0;57;0;28,7;19;13;66;0;9;0;9;48;0;110,7;0;50;57;42;32;64,917;40;171;12;27;29;0;93;0;22;126,2;45;82;71;128;0;36,2;58,6;0;146;36;0;19;25;37;0;60;0;0;0;0
37674;21,333;0;54;0;0;0;48,46;55;31;27;134;0;0;0;0;102;0;198,6;0;52;108;127;46;141,833;61;171;137;83;62;0;61;0;22;47,6;58;0;0;0;0;0;0;0;0;46;0;0;0;33,2;0;0;0;0;0;0
37675;20,75;0;39;0;0;0;0;77,2;46;64;180;0;0;0;16,3;110;0;181,3;0;0;141;120;85;219,167;117;171;153;120;62;0;143;0;43;69,5;85;0;0;0;0;129,4;63,3;0;140;83;0;0;0;28,7;100;0;0;0;0;0
37676;14,833;140,9;76;0;0;154,4;127,45;101,8;83;81;343;0;66;34;0;182;0;234,4;189;104;255;178;57;267,625;64;235;194;92;0;0;171;0;64;102,4;122;0;0;0;0;0;0;0;0;114;0;63;101;87,9;0;0;159;0;0;131
37677;27,417;107,6;22;0;0;134,6;0;96,5;107;100;278;86,6;29;63;10,3;213;0;224,9;144;86;207;147;50;269,875;162;148;175;18;39;0;0;0;44;122,6;131;0;0;0;0;266,6;84,4;0;207;115;0;68;93;121,7;0;106;163;0;0;120
37678;19,083;75,3;52;0;0;74,2;71,64;86,3;77;69;209;0;18;0;0;105;0;110,9;162;94;159;98;101;281,75;0;272;217;103;12;0;100;0;90;117,1;98;61;56;153;0;0;0;0;0;93;0;64;71;97,6;75;0;148;0;0;96
37679;16,583;113,8;34;0;0;96;0;93,4;75;63;240;86,3;62;18;8,5;101;0;115,5;176;132;123;0;99;311,208;196;183;153;103;0;0;80;0;31;87,8;116;0;0;0;0;73,8;85,5;0;217;108;0;65;74;70,9;0;129;139;0;0;0
37680;32,042;0;79;0;0;111,5;83,62;66,8;36;34;127;0;13;21;0;110;0;132,1;51;87;0;74;151;230,583;146;104;79;66;52;0;59;0;24;175,6;73;0;167;0;0;0;0;0;0;133;0;75;71;60,4;0;0;0;0;0;0
37681;46,208;0;92;0;0;103,7;0;26,3;11;8;63;0;0;26;10,2;72;0;67,4;78;62;0;70;45;241,5;0;104;0;41;44;0;48;0;21;42,1;52;0;0;0;0;117;47,6;120;192;97;0;42;59;43,1;0;90;61;0;0;0
37682;55,75;0;61;0;0;66,7;47,24;42,8;32;24;120;0;0;0;0;67;0;69,1;0;0;0;0;26;147,375;0;104;0;11;30;0;62;0;25;111,6;71;0;0;0;0;0;0;73;0;57;0;48;47;64,9;0;0;0;0;0;0
37683;33,458;79,2;58;0;0;66,1;0;58,9;51;49;166;0;36;36;14;67;0;68,5;0;69;39;45;35;99,625;0;73;58;4;16;0;60;0;20;47,6;71;90;100;107;0;106,8;23,7;58;155;68;0;48;0;63,4;0;92;128;0;0;73
37684;19,708;82,9;62;0;0;78,2;55,2;61,9;36;39;132;67,4;27;33;0;75;0;89,8;101;73;59;62;63;110,55;72;89;40;16;0;0;19;0;37;47,6;68;0;0;0;0;0;0;48;0;68;0;43;58;53,4;0;0;0;0;0;97
37685;30,5;78,2;36;0;0;88,8;0;36,6;29;24;124;0;14;25;12,6;61;0;86,3;112;68;0;62;37;143;84;57;30;3;30;0;66;0;142;43,9;76;0;81;0;0;159,8;33;52;131;72;0;40;140;41,4;0;67;0;82;0;55
37686;25;92,8;53;0;0;71;69,2;63,8;42;34;132;57,5;28;15;0;60;0;73,6;103;61;69;45;19;102,208;61;73;32;3;0;0;55;0;50;47,6;60;0;0;0;0;0;0;46;0;54;0;34;24;15,9;0;0;106;63;0;54
37687;15,667;0;57;0;0;80,6;0;72;52;48;164;0;26;33;11,2;92;0;80,4;111;79;119;24;40;127,125;81;92;50;27;36;0;74;0;41;40,2;68;0;0;0;0;76,3;98,8;78;136;57;0;80;61;40,2;0;76;0;93;0;0
37688;8,792;0;28;0;0;0;75,64;91;63;57;196;0;0;0;0;75;0;50,9;139;90;70;15;26;181,833;139;92;15;13;49;0;85;0;45;58,5;74;119;91;88;0;0;0;107;0;96;0;27;76;61,4;0;0;100;61;0;0
37689;7,5;0;20;0;0;0;0;18,2;9;10;92;0;0;33;10,4;57;0;70,1;43;0;30;78;70;95,208;66;92;73;0;36;0;43;0;35;86;47;0;0;0;0;141,2;116,9;49;96;91;0;46;34;53,5;0;77;0;11;0;0
37690;3,875;49,9;54;0;0;65,6;28,23;21;15;15;117;0;9;25;0;71;0;51,4;0;68;45;78;112;0;65;92;92;25;39;0;54;0;28;78,7;60;0;0;0;0;0;0;50;0;51;0;27;46;27,1;45;0;82;138;0;25
37691;6,042;65,9;24;0;0;41,6;0;27,6;17;19;116;0;8;27;11,9;55;0;33,8;46;56;21;14;25;0;73;15;65;3;16;0;46;0;45;58,5;45;0;0;0;0;78,8;61;23;41;74;0;15;30;46,1;0;0;56;39;0;68
37692;2,667;15,7;13;0;0;16,1;13,96;7,2;3;8;35;41,3;6;8;0;26;0;19,6;42;23;21;14;21;34,632;27;10;13;9;0;0;16;0;23;20,1;16;0;0;0;0;0;0;10;0;27;0;0;0;17;26;0;13;21;0;0
37693;4,208;11,6;13;0;0;25,5;0;7,2;5;7;39;0;5;9;9;33;0;17,6;27;23;15;15;112;46,895;16;11;11;13;3;0;0;0;5;16,5;11;26;0;58;0;41,5;11,8;13;49;4;0;14;8;17,8;41;17;0;19;0;0
37694;4,833;0;18;0;0;38,9;23,88;16,2;14;18;58;25,9;6;11;0;17;0;20,2;50;44;16;35;36;40,091;21;40;31;13;0;0;0;0;10;34,8;42;0;0;0;0;0;0;21;0;20;0;20;20;28,1;80;0;35;40;0;0
37695;9,5;0;0;0;0;45,7;0;35,4;26;29;103;0;0;17;9,6;35;0;24,5;56;40;56;32;44;67,75;39;40;0;13;10;0;0;0;25;62,2;37;0;47;0;0;53,1;28,7;37;73;27;0;22;22;23,8;0;48;0;43;0;0
37696;12,25;0;0;0;0;52,1;29,76;34,1;18;21;99;0;0;0;0;63;0;35,2;94;0;40;27;64;67,958;39;40;0;45;12;0;0;0;14;53;47;0;0;0;0;0;0;36;0;37;0;38;36;22;85;0;0;35;0;0
37697;6,167;45,1;26;0;0;42,7;0;23,4;5;23;78;0;13;28;10,4;54;0;39,5;81;58;44;15;26;103;81;20;0;18;14;0;0;0;14;51,2;34;0;52;0;0;94,8;29,7;57;89;56;0;23;24;15,7;0;46;54;35;0;43
37698;6,167;53,1;27;0;0;54,5;33,48;16,6;0;10;69;38,5;13;0;0;36;0;29,5;105;52;54;32;59;77,958;46;44;38;40;12;0;0;0;36;20,1;24;67;61;63;0;0;0;32;0;54;0;17;18;8,3;0;0;49;33;0;61
37699;4,958;29,2;19;0;0;26,5;0;20,8;0;37;80;0;11;17;10,8;54;0;40,1;88;43;18;35;13;89,5;53;15;21;3;0;0;26;0;10;25,6;46;0;0;0;0;49,3;29,3;39;77;42;0;21;22;20,1;0;122;54;32;0;49
37700;5,083;30,4;26;0;0;29;65,53;11,1;1;13;58;28,1;11;10;0;28;0;18,7;0;29;19;29;19;50,917;33;18;29;11;5;0;12;0;10;76,8;21;0;34;0;0;0;0;21;0;28;0;17;13;42,6;0;0;34;16;0;47
37701;9,375;0;25;0;0;39,2;0;10,7;9;9;33;0;5;15;8,2;33;0;21,8;0;38;25;42;37;48,542;20;67;39;22;0;0;30;0;5;18,3;36;0;0;0;0;60,3;18;23;90;13;0;0;0;40,8;39;40;0;35;0;0
37702;10,708;0;34;0;0;0;53,03;30;15;16;112;0;0;0;0;82;0;58,5;147;88;41;51;120;88,417;67;67;69;103;1;0;47;0;10;56,7;68;0;0;0;0;0;0;51;0;44;0;0;0;27,3;0;0;0;50;0;0
37703;12,542;0;18;0;0;0;0;40,6;19;23;122;0;0;33;14,4;57;0;54,6;82;0;58;51;106;144,125;0;67;43;74;21;0;43;0;14;58,5;57;120;88;222;0;94;61,8;71;0;72;0;0;0;42,6;63;85;0;67;0;0
37704;7,625;0;30;0;0;59,9;54,17;36,7;18;28;152;0;29;47;0;76;0;74,7;150;92;67;48;135;181,75;140;117;55;22;36;0;94;0;15;64;92;0;0;0;0;0;0;81;0;73;0;45;49;15,5;0;0;0;85;0;0
37705;10,167;0;80;0;0;78,1;0;36,7;28;33;0;0;24;102;12,2;148;0;139,5;137;81;87;98;97;180,833;134;121;71;86;39;0;91;0;29;76,8;93;0;0;0;0;218,7;41,5;91;177;87;0;42;51;104,7;0;113;105;84;0;52
37706;18,042;0;16;0;0;102,6;56,4;40,9;36;36;0;56,9;24;29;0;57;0;60,5;0;66;95;78;43;197,833;108;77;67;45;0;0;27;0;18;73,2;49;0;94;0;0;0;0;93;0;103;0;22;42;39,5;0;0;0;74;0;100
37707;24,25;0;23;0;0;102,8;0;53,5;26;26;0;0;28;21;9,2;74;0;61,2;138;93;57;59;56;246,773;127;125;129;74;19;0;41;0;9;51,2;72;0;0;0;0;74,8;94,4;71;210;68;0;40;53;46,3;0;112;107;70;0;125
37708;10,458;0;39;0;0;53,2;72,89;69,7;36;32;0;55,5;37;57;0;99;0;85,8;0;95;0;42;53;147,75;108;68;0;62;33;0;152;0;43;161;124;98;75;106;0;0;0;65;0;129;0;49;59;128;0;0;0;15;0;0
37709;11,583;0;80;0;0;111,4;0;91,8;46;44;0;0;0;60;0;81;0;49,6;0;159;0;62;60;111,25;125;68;0;65;43;0;169;0;11;129,9;172;0;0;0;0;131,7;95,4;91;101;0;0;42;47;120,4;0;131;95;132;0;0
37710;17;0;41;0;0;96,3;54,25;94,8;45;42;0;0;0;0;0;82;0;54,3;0;0;52;20;73;127,292;126;68;0;45;33;0;68;0;40;135,4;96;0;0;0;0;0;0;62;0;74;0;50;55;74,7;88;0;0;41;0;0
37711;7,417;88,2;42;0;0;0;0;37,8;4;8;0;0;56;12;0;31;0;20,2;0;35;20;14;20;66,045;56;36;16;38;0;0;14;0;9;23,8;49;0;0;0;0;125,4;30,4;22;40;33;0;0;0;21,4;0;128;0;31;0;76
37712;3,75;0;11;0;0;38,3;21,25;24,3;13;8;0;0;11;22;0;35;0;49,3;64;38;0;24;36;49,708;41;32;32;18;5;0;0;0;0;18,3;65;0;35;0;0;55,5;24,2;29;91;14;0;18;24;33,5;71;35;47;18;0;48
37713;2,458;85,2;19;0;0;23,8;0;26,2;17;12;0;41,3;4;21;0;40;27;57,2;50;48;30;27;33;100,583;70;2;53;6;21;0;0;0;35;25,6;49;55;38;67;0;0;0;38;75;32;0;43;31;24,9;0;0;0;21;0;0
37714;4,25;27,7;28;0;0;20,9;21,96;10,9;7;8;0;0;3;20;0;40;26,9;34;32;34;30;18;29;54,391;57;17;21;6;0;0;25;0;46;27,4;37;0;0;0;0;62,4;23,7;0;0;44;0;19;22;31,2;0;27;28;21;0;13
37715;3,917;0;22;0;0;14,7;0;10,9;6;5;0;27,4;3;0;0;34;27;27,7;34;28;0;9;22;51,083;36;17;18;8;12;0;21;0;24;40,2;16;0;27;0;0;0;0;0;0;21;0;24;18;10,1;0;0;0;13;0;7
37716;3,792;0;17;0;0;0;0;22,8;7;6;0;0;0;3;0;21;27,6;23,9;0;26;15;9;22;42,857;28;17;10;0;4;0;13;0;25;20,1;34;0;0;0;0;30,5;25,8;0;0;20;0;13;10;27,9;0;11;40;88;0;7
37717;4,167;0;29;0;0;0;0;56,7;17;11;0;0;0;0;0;14;27,4;25;0;0;9;6;13;44,048;18;17;8;0;2;0;11;0;11;36,6;27;0;0;0;0;0;0;0;0;11;0;11;8;19,6;36;0;0;11;0;7
37718;4,25;18,5;12;0;0;22,4;0;41,6;8;6;47;0;8;3;0;17;28,3;19,7;40;26;0;12;25;35,391;22;17;14;0;5;0;10;0;19;27,4;19;25;22;76;0;40;18,8;18;43;12;0;15;10;14,1;0;19;21;12;0;9
37719;2,792;53,3;18;0;0;21,4;0;20,7;8;5;46;25,6;3;9;0;18;0;24,8;42;30;23;29;14;30,208;22;19;12;0;0;0;11;0;30;23,8;20;0;0;0;0;0;0;17;47;8;0;15;11;29,4;40;0;0;10;0;12
37720;3,417;49,5;25;0;0;31,9;0;12,7;7;4;34;0;3;12;7,7;30;0;38,3;49;44;0;1;33;57,167;37;41;35;9;12;0;18;0;29;18,3;33;0;0;0;0;40;38,6;31;87;16;0;27;29;17,6;77;44;15;20;0;6
37721;4,25;30,6;38;0;0;55,6;0;32,2;21;13;28;25,1;11;10;0;33;0;33,7;0;51;40;27;37;68,375;47;41;19;6;0;0;35;0;33;38,4;47;0;67;0;0;0;0;0;0;32;0;25;24;23,1;0;0;0;41;0;42
37722;8,5;0;53;0;0;42;0;30,1;34;29;96;0;15;10;9,1;46;0;33,3;0;60;33;24;32;45,792;35;35;27;27;12;0;59;0;27;25,6;50;0;0;0;0;45,5;41;0;0;34;0;42;28;30,6;0;66;0;54;0;21
37723;9;0;56;0;0;60,4;0;58,7;26;26;0;0;0;0;0;77;0;59,4;0;72;0;38;26;67,292;66;35;0;27;19;0;122;0;45;95,1;79;0;79;76;0;0;0;0;0;47;0;28;46;86,4;0;0;87;73;0;39
37724;17,5;0;45;0;0;48,1;0;46,8;32;23;0;0;0;28;13,6;36;0;34;0;0;28;32;19;60,375;43;35;0;13;8;0;66;0;50;58,5;39;0;0;0;0;91,2;45,5;0;0;36;0;26;39;41;65;32;0;48;0;47
