DsCzer02;DsDzia01;DsGlogNorw;DsGlogNorwArch;DsJelw05;DsJgGrottgeraPM;DsLegRzeczA;DsLegRzeczPM;DsLegSmok;DsLegZlotor;DsLubinMaj;DsNRudaSrebPArch;DsPolkKasz;DsSwidRynek;DsSwidRynekArch;DsSzczKopPM;DsWalbWysPArch;DsWrocKorzPMArch;DsWrocOrzech;DsWrocWie;DsWrocWisA;DsZgorzBohA;DsZgorzMar;KpBydgUjejskiego;KpBydgWPola;KpCiechoTezniowa;KpGrudzIkara;KpInowrSolan;KpNakloPiotraSkargi;KpSadlog;KpTorunDziewulsk;KpTorunLotnisko;KpTorunSzpMiejski;KpWloclLady;KpWloclOkrzei;KpWloclSielska;KpWolice;LbBialaPOrzechowa;LbBialaPPl.TrzechKrzyzy;LbChelmJagWIOS;LbChelmSzpWSSE;LbKrasnikKoszarowa;LbLeczna1000Lecia;LbLublinPiel;LbLublin_Sliwins_5;LbLublinSpokojna;LbLukowBrowarna;LbPulawySkowieszynska;LbRadzyPSitkowskiego;LbRejowiecFabrWIOS;LbTomaszowLubWIOS;LbZamoscHrubieszowsk;LbZamoscWSSE;LdKutnoWIOSMWilcza;LdLodzWIOSACzernik;LdLodzWIOSARubinst;LdLodzWSSEMLegiono;LdLodzWSSEMRudzka;LdPabianWIOSAKonstan;LdRadomsWSSEMZeromsk;LdSieradWSSEMGrunwal;LdSkiernWSSEMReymont;LdZgierzWSSEMStRynek;LuGorzowWIOS_AUT;LuGorzowWSSE_1;LuZgoraWIOS_AUT;MpBochniWSSEKons0105;MpChrzanWSSEGrzy0301;MpKrakowWIOSAKra6117;MpKrakowWIOSPrad6115;MpMaPodhWIOSKosc1508;MpMyslenWIOSRyne0906;MpNoTargWSSESzaf1102;MpNSaczWIOSPija6204;MpNSaczWSSETarn6202;MpOswiecWSSEWiez1301;MpProszWIOSKrol1404;MpSkawinWIOSOsie0606;MpTarnowWIOSSoli6303;MpTrzebiWIOSPils0303;MpWadowiWIOSPSka1805;MpWielicWIOSNiep1904;MzCiechStrazacka;MzLegionBronWSSE;MzLegionZegIMGW;MzNowDwChemWSSE;MzOstMazSikorWSSE;MzOstrolTargowa;MzOtwockBrzozWSSE;MzPiaseczDworWSSE;MzPiastowPulask;MzPlockKolegWSSE;MzPruszKraszeWSSE;MzRadomCz;MzRadomCzWSSE;MzTluszczJKiel;MzWarszAKrzywon;MzWarszBernWoda;MzWarszBielany;MzWarszBorKomWSSE;MzWarszKrucza;MzWarszSGGW;MzWarszZelazWSSE;MzWarZeganWSSE;OpBrzeg101;OpGlub1pyl;OpKlucz227;OpNamys2pyl;OpOlesno3pyl;OpPrud189p;OpStrzel247;PdBialyLegionowa8;PdLomzaSikorskiego;PdSuwPulaski;PkDebicaWSSEParkow;PkJasloWIOSFabr;PkJasloWIOSFlor2;PkKrosnoWSSEKisielewskiego;PkMielWIOSZarzStr;PkNiskoWIOSSzklar;PkPrzemWIOSPDom;PkPrzemyslWIOSMick;PkRzeszWIOSSzop;PkRzeszWSSEPilsud;PkRzeszWSSEWierzb;PkSanokWSSEJezier;PkTarnobWSSE1Maja;Pm.00.s481m;Pm.06.s712m;Pm11WLADw07m;Pm14TCZEw06m;Pm.15.s129m;Pm.63.s079m;Pm.63.wDSMm;SkKielJagiel;SkKielJagielWios;SkOstrowSams;SkOstrowWios;SkOzarowMiec;SkOzarowOsWz;SkPolanTrzc;SkStaracZlota;SlBielbBiel_kossa;SlCieszCies_dojaz;SlCzestCzes_baczy;SlDabroDabr_1000L;SlKatowKato_kossu;SlLubliLubl_piask;SlMiastMias_norwi;SlRacibRaci_boruc;SlRacibRaci_studz;SlRybniRybn_borki;SlWodziWodz_bogum;SlZabrzZabr_sklod;SlZawieZawi_pilsu;SlZawieZawi_zawie;SlZywieZywi_koper;WmDzialdWSSE_Biedraw;WmElblagWSSE_Krole;WmOlsztyWSSE_Zolnier;WmPuszcz_IOS_Borecka;WpGnieznoPM10;WpLeszno411000;WpOstrowWlkpPM10;WpPila5710111;WpPoznanPM10szpital;WpPoznanSzymanowskiego17;ZpGryfWiduchowa003;ZpKoszalinWSSE;ZpSwinoujscieWSSE;ZpSzcSzczecinekPSSE;ZpSzczecin002;ZpSzczecinWSSE
8;11;12;12;0;13;16,2;13;8,7;14;11;18;7,3;25;25;19,8;7;6;4;13,6;16;0;17;9;12;0;5;0;0;0;14;11;7;6;0;0;4,8;28;58;60;16;0;0;34,5;21,7;39;29;12;37;39,6;12,6;24,2;27,5;54;13;19,5;26;17;30;30;22;34;37;0;0;36;0;43;29,043;19,083;38;0;0;23,167;31;36;23;0;0;47;29;23;34;25;13;55;32;9;0;35;0;24;30;29;29;11;17;15;24,663;15;11;31,2;26;36;30;22;33;16;34;24;31;26;46,708;19,25;13;0;0;0;21;33;0;0;20,75;11;13;0;0;13;20;11;7;45;13;30;27;27;31;20;0;0;19;26;20;11;15;19;18;37;0;0;9;35;53;16;0;34;32;39,3;6,9;9;5,9;31;21;23;10,58;25;10;0;14;7;25;22,4;15
7;8;17;17;0;31;14,5;12;8,4;19,7;13;45;9,5;0;0;2,4;5;6;4;10,9;18,2;0;13;20;0;27,7;0;0;0;0;48;27;10;12;50,3;34,1;5,8;82;57;68,3;31,8;0;0;27,4;17,5;29,2;22;55,7;42;7,5;23,7;34,6;29,9;60;15;20,583;31;19;21;24;19;33;28;8,458;0;44;25;23;37,542;28,625;28;0;0;24,583;48;32;46;0;0;40,864;22;34;46;28;13;38;58;31;0;27;0;44;33;28;28;11;7;18;23,067;25;16,5;0;30;31;24;33;40;12;25;58;27;20;68,625;22,083;16;0;0;0;30;38;0;0;35,792;18;19;0;0;23;22;12;0;27;31;26;25;25;32;21;0;0;21;24;18;5;11;19;25;32;0;0;6;23;59;23;0;0;41;44,3;17,4;15,4;3,94;66;8;35;23,41;33;15;0;19;8;39;21,8;15
12;13;0;0;0;19;20,2;0;8,3;28,2;0;90;14,3;0;0;17,3;0;0;11;34,1;15,1;0;17;0;0;0;0;0;0;0;14;9;20;0;0;0;6,2;73;40;46,3;40;0;0;16,8;21,4;15,8;33;12,7;35;39,6;28;39,2;40,4;25;9;16,875;24;11;18;9;12;18;14;13,25;0;34;21;0;37,625;27,458;29;0;0;44,75;41;20;9;0;0;38,375;22;0;26;27;18;25;17;8,9;0;16;0;23;10;16;16;11;6;27;30,188;21;43,9;44,5;30;16;31;29;24;18;30;46;32;34;19,875;16,167;19;0;34;0;28;41;28;0;30,917;22;22;0;0;5;6;8;14;20;8;2;15;15;21;17;0;0;18;18;16;4;0;35;27;17;0;0;5;27;25;30;0;31;5;11,6;3,5;0;3,34;32;10;11;17,94;25;15;0;5;9;20;27;17
12;13;15;15;0;21;20,2;27;12,9;30,1;28;19;12,2;23;23;2,3;8;6;5;27,1;18,7;0;0;18;19;12,8;2;55;18;3,954;12;15;8;11;40,7;24,8;4,4;20;29;59,6;10,4;0;0;10,9;12,2;9,6;13;22,2;14;12,9;8,3;0;8,2;37;9;11,458;19;12;10;16;12;10;0;21,667;44,4;44;14;26;21,917;15,583;3;0;0;12,583;13;35;6;0;0;25,958;0;24;28;27;5;28;16;15,6;0;12;0;26;18;14;14;4;0;11;21,646;44;43,9;5,6;10;19;32;17;15;11;32;49;32;16;13,25;13,542;23;0;0;0;32;17;25;0;16,958;25;20;0;0;11;10;16;12;27;21;8;11;11;12;6;12;8;8;9;18;7;9;11;18;31;0;0;5;14;39;11;0;0;46;28,9;3,5;12,1;9,4;26;25;27;7;0;0;11,8;16;9;22;35;32
6;25;20;20;0;13;34,3;29;9,7;29;22;0;18,3;54;54;23,5;18;20;28;23,6;39,9;0;31;13;27;0;11;51;43;17,4;27;11;6;12;0;0;6,5;38;50;60;24,9;0;31,5;27,6;19,6;32,4;35;30;28;27,1;24,4;0;32,5;0;15;26,375;28;17;37;16;23;33;0;47,333;12,2;39;35;47;100,333;43,375;67;0;0;74,042;79;29;48;0;0;69,708;48;55;21;17;27;18;19;22,9;0;19;0;35;15;22;22;27;7;22;26,458;33;18,3;11;18;19;0;36;31;42;55;0;0;17;44,524;18,875;0;0;18;0;0;0;10;0;30,792;0;0;0;0;11;12;8;23;17;12;32;29;29;10;26;32;32;34;37;32;8;34;37;35;25;10;8;3;40;43;46;32;0;37;34,8;10,5;17,4;10,05;41;24;22;30;0;0;0;11;10;12;30,5;15
12;13;18;18;19,467;23;17;16;9,7;10,9;24;19;12,9;23;23;12,8;8;7;6;9,6;18;0;15;18;27;12,8;5;38;23;7,162;0;10;18;18;32,4;0;0;21;23;14,2;12,9;0;45,9;12,8;15,3;12,5;13;12,5;14;30,4;11,6;14,6;13,9;50;10;12,826;21;13;12;13;20;15;0;13,208;10,5;34;19;23;26;25,375;29;48;0;20,958;14;23;21;0;0;25,25;21;31;10;44;15;46;5;7;0;11;0;35;16;15;15;18;10;22;23,087;0;11;5,6;9;13;24;23;27;16;16;34;31;23;9,042;6,208;19;0;53;0;0;0;0;0;24,833;27;25;76;16;8;7;0;8;20;15;47;16;16;0;6;12;9;17;10;20;6;20;14;23;29;0;0;6;23;26;16;0;0;33;12,4;5,2;6,3;2,12;32;16;31;13;0;0;0;13;12;19;24,3;17
12;10;21;21;15,642;10;17,6;12;9,7;9,1;16;32;13,1;24;24;18,2;7;8;7;16,1;18,8;0;12;12;23;0;6;0;30;9,25;0;16;11;13;0;0;0;33;50;26,7;21,1;0;55,2;19,8;15,1;22,2;16;15,2;19;33,3;13,4;15,4;21,5;54;13;17,292;25;16;21;12;17;20;0;12,708;16,8;43;27;36;41,958;31,167;0;31;0;25,375;33;31;25;0;0;38,167;29;43;13;39;16;43;12;15,9;0;17;0;20;20;0;0;20;13;16;19,087;86;65,9;5,5;16;20;0;32;30;16;27;0;0;7;19,208;7,583;7;0;25;0;0;0;21;0;23,083;41;15;0;15;9;7;0;16;24;14;36;19;19;0;8;21;18;23;11;23;7;16;23;30;27;0;0;10;37;67;21;0;0;43;11,1;7;4,7;4,91;43;21;20;14;0;0;0;10;9;16;25,6;20
10;22;22;22;19,375;42;27,1;24;8,8;18,1;37;78;17,3;28;28;23,6;14;16;15;23,4;31,1;0;24;16;26;18,6;10;0;35;12,396;14;9;10;16;46;22,2;4,4;37;50;20;31,8;0;60,6;22,4;19,6;22;19;25,5;32;19,8;14,5;20;23,5;45;14;15,958;28;18;20;17;20;21;0;18,25;19,7;39;23;26;69,792;35;0;40;0;38,333;42;34;46;0;0;30,75;31;40;23;19;16;21;15;12,5;0;19;0;23;22;0;0;13;26;18;25,046;20;22;9,3;23;22;35;43;33;23;38;68;37;13;19,478;4,292;10;0;31;0;0;0;0;0;25,417;39;16;0;10;8;4;0;18;22;18;36;25;25;32;10;25;20;18;13;20;11;20;38;25;21;15;6;13;30;39;30;29;0;33;9,9;3,7;1,8;4,13;45;14;26;25;0;0;19,8;12;9;17;36,6;24
13;30;32;32;19,021;20;56,9;41;36,1;20;48;84;40,9;70;70;39,7;18;28;25;61,9;50,9;0;35;20;40;0;29;0;67;14,417;27;6;13;17;0;0;5,4;45;81;37,5;59;0;58,8;35,9;24,2;36,1;24;37,9;29;20;37,3;27,9;32,4;115;26;26,375;47;40;66;50;48;80;0;16,583;36,2;45;60;70;94,125;63,125;0;33;0;60,75;93;83;74;0;0;60,875;40;65;30;21;24;23;16;23;0;32;0;50;43;0;0;38;23;26;25,217;31;25,6;0;35;45;70;58;85;0;63;75;62;18;24,083;6,5;18;0;0;0;0;0;23;0;32,292;42;22;20;18;17;44;0;38;48;40;48;52;52;30;24;35;38;40;31;52;55;36;50;55;40;0;29;58;78;115;62;44;0;123;47,6;8,7;1;4,08;66;41;43;27;0;0;11,2;22;14;39;30,2;28
14;30;46;46;38,621;25;64,2;59;32,1;39,8;40;98;55,5;75;75;37,6;38;38;0;55,9;57,4;0;52;33;51;35,3;41;34;81;35,574;37;27;24;25;55,5;30,5;8,4;40;66;40,8;36,2;17,2;32,5;33,6;36,1;38,5;83;25,9;67;35,8;50,6;34,6;55,9;90;25;42,417;44;41;71;30;40;53;0;40,625;38,6;37;58;82;117,625;103,792;0;50;0;90,833;78;75;56;0;0;88,5;85;78;42;28;62;32;20;17,5;0;56;0;62;42;0;0;49;27;29;65,526;39;43,9;38,8;35;35;66;0;80;0;99;51;92;13;24,875;15,083;28;0;47;0;0;0;29;0;55,125;49;32;29;17;24;58;8;52;87;30;53;40;40;35;22;20;27;34;30;84;54;60;67;98;47;0;0;30;127;121;121;0;0;109;36,4;17,3;21;15,2;57;35;36;48;0;0;0;28;23;25;39,4;37
12;17;45;45;32,946;15;64,8;58;17,2;41,7;31;63;44,9;82;82;27,8;20;28;28;38,2;58,7;0;35;17;45;0;17;54;47;23,017;36;9;40;33;0;0;6,9;23;96;50,4;66,9;30,7;20,5;26,9;28,3;53,6;36;38,4;45;17,9;68,1;39,2;53,7;117;30;35,958;49;37;67;31;38;57;0;53,167;36,1;61;45;79;103,042;106,917;0;0;0;54,583;71;74;66;0;0;91,958;63;70;24;46;38;44;11;15,7;0;38;0;33;53;0;0;33;29;24;38,671;69;76,9;18,5;36;45;50;51;62;0;92;67;37;21;17,917;10,417;35;0;0;0;0;0;49;0;34,25;56;39;37;36;17;43;24;37;40;20;38;68;68;34;0;29;52;41;41;26;12;51;59;49;51;0;0;11;75;83;72;0;0;65;24,9;10,3;17,9;13,38;39;59;42;51;0;0;0;21;17;16;45,2;21
9;19;21;21;19,308;19;25,8;26;54,2;32,7;30;87;21,4;45;45;20,3;18;25;28;47,8;54,8;0;20;22;46;25,8;35;43;27;24,104;7;6;21;23;24;0;6,2;54;72;32,5;56,7;41,5;0;44,7;38,6;41,8;55;49,6;68;30,8;27,2;37,1;37,3;88;37;42,417;57;46;85;51;56;64;0;50,458;26,4;0;36;99;79,208;75,458;0;0;0;126,792;132;67;59;0;0;84,958;35;68;35;0;35;28;26;30,9;0;55;0;74;48;0;0;42;27;44;51,192;96;58,6;33,2;47;41;0;40;61;0;53;0;0;18;29,792;19,292;19;0;24;6;0;0;103;0;30,083;53;26;6;24;14;29;11;32;43;21;33;54;54;27;0;34;33;37;39;29;10;44;52;27;30;0;0;12;61;105;65;0;0;7;64,7;27;23,9;19,99;32;35;64;36;0;0;0;14;12;20;35,5;18
31;48;57;57;65,842;23;62,5;40;54,2;31;46;88;74;66;66;20,9;0;34;28;33,2;42,1;0;49;21;54;0;37;35;44;25,704;0;2;28;41;0;0;0;52;53;21,3;30,6;47;61,8;43,3;38,2;45,2;64;38,8;58;58,8;28,6;42,9;41,8;117;28;32,833;44;35;50;40;46;53;0;32,75;32,8;0;46;61;96,292;94,5;0;0;0;94,25;50;57;64;0;0;77,875;46;58;41;0;42;19;53;26,8;0;41;0;53;41;43;43;38;24;27;50,821;46;106,1;19,6;39;41;0;43;55;0;85;0;0;35;42,708;18,682;16;0;49;0;0;0;0;0;39,583;58;27;31;20;20;33;8;49;47;24;34;52;52;0;0;43;47;53;49;54;34;65;71;57;45;0;0;50;78;88;78;0;0;36;43,8;16,7;11,7;12,04;41;67;47;33;0;0;27,5;23;12;20;20,7;21
18;38;56;56;101,49;13;88,9;67;54,2;47,2;69;80;73,8;95;95;43,2;0;44;33;99,7;64,2;0;62;33;62;33,1;28;51;50;34,629;0;0;36;42;50,3;0;0;39;67;54,2;30,9;43,7;40;36,8;33,2;0;51;29,7;39;30;29,4;37,5;38,7;102;25;37,417;44;33;50;26;41;0;0;56,417;55,4;0;60;52;101;58,25;0;0;0;52,75;60;48;48;0;0;73,042;76;60;36;0;53;31;28;33,8;0;34;0;50;46;33;33;40;37;33;59,742;42;34,8;26,4;35;34;0;50;71;0;69;89;88;46;38;13,042;28;0;45;0;0;0;59;0;41,958;61;32;0;50;15;35;10;41;38;27;47;37;37;0;0;28;24;44;35;123;71;41;59;59;38;26;29;46;72;94;75;33;0;96;46,9;5,1;22,3;16,17;52;0;44;53;0;0;43,7;26;32;31;46,7;41
22;13;56;56;17,042;0;73,5;60;20;70,7;39;57;68;51;51;25,4;0;40;29;35,6;55,7;0;22;54;48;0;57;37;92;53,691;95;8;31;35;0;0;22,2;34;79;37,1;45,8;13,4;45,8;42,3;42,9;47,7;44;31,4;48;29,6;41,8;40,4;51,5;153;37;49,042;61;53;91;38;75;0;0;94,25;80,7;61;98;118;159,417;120,625;0;0;0;76,333;70;93;88;0;0;76,25;52;85;43;22;38;21;35;38,3;0;61;0;89;67;34;34;0;40;36;65,404;59;71,6;107,9;59;49;42;0;69;0;85;58;60;31;27,75;26,042;30;0;43;0;38,2;42,3;0;0;57,875;41;25;0;32;48;75;52;0;96;54;90;52;52;35;0;26;45;40;37;31;18;79;72;63;39;0;0;36;83;108;88;0;0;97;46;25,9;32,5;23,18;76;76;63;78;0;0;0;62;57;73;76,5;69
7;12;28;28;16,012;27;18,4;15;5,6;30,9;10;37;15,2;26;26;17,5;0;14;14;10,9;26,9;0;12;64;108;55,9;0;53;135;60,273;65;6;62;61;123,7;68,5;7,7;83;165;34,4;117,2;34;75,5;58,1;49,4;75,8;72;76,2;83;37,9;43,1;50,4;81,8;124;26;52,292;44;61;53;23;29;0;0;53,917;28,8;35;42;62;152,208;110,542;0;0;0;40,125;75;42;96;0;0;85,208;61;78;84;47;73;54;62;67,3;0;78;0;85;61;11;11;0;29;27;105,246;0;76,9;0;80;0;32;64;30;0;62;37;24;30;52,708;31,75;39;0;0;0;42,3;59;54;0;36,5;59;47;24;32;94;74;87;0;129;64;97;43;43;25;0;37;47;38;52;20;8;48;66;47;29;0;0;6;69;77;62;0;0;89;96,8;38,6;50,1;42,39;60;33;19;82;0;0;0;61;26;73;57,1;28
7;13;27;27;26,333;24;23,7;25;24,1;25,4;28;112;21,1;41;41;27;0;0;13;58,9;30,7;0;27;25;21;0;0;13;82;24,222;62;12;79;60;0;0;8,4;130;101;68,6;100,1;66,2;107,3;48,9;39;43;85;42,8;69;62,1;64,8;47,1;87,3;113;24;26;40;41;73;28;48;0;0;31,917;36,3;38;62;73;92,75;64,833;0;0;0;69,875;95;72;16;0;0;47,667;50;19;56;28;75;31;59;54,9;0;49;31;54;52;31;31;0;16;35;62,046;46;45,7;40,9;52;36;57;48;57;0;54;54;71;46;113;47,083;21;0;50;28;44,9;54,5;97;0;47,625;48;26;34;40;43;42;64;0;68;41;64;53;53;30;19;19;21;32;33;38;17;33;34;49;43;33;41;79;81;116;56;52;0;101;64,7;43,6;43,4;42,56;69;30;41;37;0;0;0;36;21;41;39,1;25
6;10;0;0;19,121;14;27,2;25;9,6;16,3;15;73;30;28;28;12;0;24;19;24,8;35,9;0;14;22;94;23,8;0;23;31;24,279;49;6;41;39;56,4;30,9;5,1;35;73;39,6;26;44,6;37,2;32,5;34,9;29,3;32;20,5;30;41,7;48,1;67,5;48,2;46;14;29,478;31;25;41;22;37;0;0;41,136;10,9;41;44;46;133,625;90,917;0;0;88;76,667;45;35;88;0;0;53,619;18;43;28;20;35;22;15;34,8;0;30;26;34;29;29;29;0;0;33;44,825;41;40,3;24,9;30;21;30;44;40;0;60;32;33;72;35,958;24,708;36;0;0;0;49,1;47,7;56;0;52;55;37;27;25;32;41;30;63;72;31;38;48;48;15;50;19;33;31;33;22;9;38;47;46;22;0;0;0;78;56;43;0;0;34;52,9;24,2;17,9;22,09;25;33;38;32;0;0;26,9;23;12;14;33,2;30
11;19;37;37;41,617;0;46,6;0;36,5;55,6;27;0;40,4;0;0;16;0;20;17;41,6;35,3;0;0;31;44;0;0;24;63;22,413;26;14;30;29;0;0;5,4;37;69;54,8;23,2;29,8;31,4;22,4;22,2;22,4;39;17,8;21;17,5;24,7;44,7;27,2;0;18;19;32;28;36;23;32;0;0;38,958;32,6;26;40;28;51,708;31,708;31;0;29;21,125;12;35;39;0;0;35,125;35;61;40;51;35;50;30;40,8;0;41;31;39;35;32;32;31;18;22;38,025;48;126,3;23,5;36;33;40;39;32;0;49;28;30;32;46,5;23,958;53;0;37;0;29,9;51,5;60;0;29,042;71;44;31;33;38;56;33;38;60;31;44;35;35;36;31;20;22;28;24;35;18;0;19;32;29;0;0;0;40;60;37;0;25;30;42,1;15,3;3;20,39;32;27;28;29;0;0;0;26;17;29;35;22
10;23;43;43;55,288;17;42,2;38;36,5;31,9;33;104;0;53;53;28,3;0;25;18;78,6;37,8;0;35;20;50;31;0;35;52;29,796;0;10;27;26;49,9;0;0;31;59;48,6;29,9;27,4;25;22,1;24,4;22,9;36;16,6;35;12,1;25,5;57,1;32,7;85;20;29,917;35;26;40;16;37;0;0;47,292;41;39;81;45;90,5;43,25;68;0;83;59,958;69;52;54;0;0;45,583;45;35;36;27;38;32;23;0;0;27;31;39;33;24;24;33;20;27;43,475;33;45,7;26,6;34;27;0;63;59;43;65;0;0;35;27;22,833;0;0;35;0;0;0;0;0;37,542;0;0;40;0;28;42;8;50;40;24;50;32;32;0;30;22;27;27;27;67;77;32;34;34;36;0;0;0;43;74;54;0;29;90;39,4;10,2;25;17,36;57;32;26;37;0;0;0;25;26;48;34,3;31
13;21;33;33;46,267;15;38,7;24;36,5;20;42;97;0;23;23;20,5;0;24;20;22,5;28,6;0;31;27;50;0;0;22;79;36,117;0;16;27;26;0;0;0;32;43;18,1;34,3;26;28,2;24,4;21,1;22,1;43;28,1;30;11,3;24,8;33,3;29,8;95;17;26,375;29;19;37;17;22;0;0;53,667;51;47;64;83;132,542;82,208;75;0;89;63,208;48;50;81;0;0;79,208;61;44;5;26;29;28;29;37,2;0;27;38;40;39;30;30;33;25;24;35,654;31;42,1;22;33;35;0;21;28;39;53;0;0;25;48,708;27,625;35;0;39;0;0;0;46;0;28,917;26;23;0;16;33;28;41;57;47;28;64;43;43;0;32;29;32;28;25;22;11;45;53;49;15;0;0;0;53;43;62;0;33;38;48,6;40,1;24,9;28,11;51;50;26;50;0;0;0;35;21;41;41,6;32
18;32;68;68;32,346;31;62,8;52;32;39,9;57;103;0;57;57;42,6;0;24;25;53,8;49,1;0;47;29;42;33,4;0;28;82;26,5;38;11;32;31;54,2;30,7;22,2;58;49;28,5;38,6;55;79,7;50,1;40,2;56,7;48;50,1;47;41,7;30,3;53,7;46,1;142;34;29,917;49;43;61;41;58;0;0;49,75;57,6;47;68;105;124;91,75;107;0;56;60,208;70;116;107;0;0;97,375;85;59;83;36;38;49;27;22,9;0;45;51;55;58;49;49;33;19;24;41,562;35;40,3;29,6;40;48;80;60;66;55;61;78;64;32;23,917;10,667;29;0;28;30;0;0;0;0;38,826;25;0;0;12;31;57;30;44;39;29;48;54;54;38;61;36;34;0;43;48;30;42;57;58;54;18;7;0;74;161;41;60;45;77;49,6;17,8;10,6;5,69;96;52;61;43;0;0;0;27;18;38;39,7;46
30;58;69;69;62,104;31;81,8;52;0;66;71;131;0;70;70;43,3;0;44;41;77,3;61,4;0;48;19;39;0;0;32;41;28,726;26;49;35;46;0;0;17,8;59;46;25,7;47,5;62,9;87;38,2;44,6;28;54;32,8;49;34,6;33,6;77,5;62,1;49;25;40,5;44;46;96;79;85;0;0;59,292;69,2;41;121;161;201,083;163,083;118;0;66;138,125;142;184;167;0;0;144,542;134;80;45;45;53;24;24;31,4;0;37;22;51;45;39;39;49;14;35;60,038;40;56,7;0;43;25;84;91;126;95;113;138;0;20;28,875;11,25;34;0;0;0;0;0;35;0;66,042;32;0;36;28;12;21;21;42;30;12;47;149;149;34;75;45;44;0;64;83;74;74;137;0;91;0;0;0;140;230;115;0;95;79;33,4;15,5;15,4;10,37;70;62;143;42;0;0;36,3;18;15;21;46,1;46
34;66;60;60;137,262;20;85,4;68;70,4;79,8;56;157;0;137;137;89,7;0;45;0;73,8;66,6;0;128;17;53;11;0;20;43;7,433;30;56;20;35;27;26;8,3;12;41;41,7;16,3;24,3;16,8;20,1;18,5;19,3;30;13,9;31;13,3;25,8;28,7;30,7;0;12;21,042;23;19;27;11;24;0;0;78,478;34,3;45;58;42;181,083;130,455;123;0;57;126,875;80;52;113;0;0;87;111;120;26;39;11;36;13;23,6;0;17;38;39;40;15;15;16;14;13;20,617;30;27,2;18,1;19;19;76;84;61;75;107;117;55;28;20,857;0;73;0;102;0;0;0;64;0;88,083;57;0;36;49;19;42;0;29;44;18;45;29;29;24;25;10;15;0;17;124;115;76;80;0;29;26;35;0;180;111;119;43;54;102;15,7;13,4;23,3;13,1;25;40;21;21;0;0;32,3;22;16;22;30,1;23
15;31;49;49;43,822;15;64,7;38;38,2;64;31;75;0;47;47;18,5;25;34;29;52,6;54,4;0;31;16;48;0;0;14;46;20,309;39;58;18;18;0;0;21;30;59;50,8;26,7;21,4;26,3;27,8;22,3;30,8;41;19,4;29;20,8;21,2;37,5;34,5;0;18;25,958;30;29;40;20;34;0;0;49,042;40,8;43;60;61;94,083;62,625;114;0;102;131,696;77;61;54;0;0;72,333;67;137;35;30;26;30;20;29,9;0;25;26;37;17;24;24;26;13;26;39,767;53;36,6;37,3;23;20;46;59;56;69;73;59;49;23;30;0;63;0;0;0;0;0;58;0;27,375;55;0;29;26;18;46;0;32;41;23;49;34;34;26;24;24;29;0;20;79;33;54;56;0;43;0;0;0;69;74;71;0;33;47;18,3;16,6;29,2;15,98;34;36;43;55;0;0;38,6;26;24;27;41,5;38
33;62;64;64;89,914;23;63,4;53;52,1;59,9;39;68;0;88;88;48,2;58;32;25;58,1;50,2;0;67;20;67;25,6;0;16;55;29,13;40;59;27;25;51,8;0;0;21;79;20;23;25,4;16,1;31;22,7;29,5;39;26,6;24;20,4;26,5;37,1;32,7;0;18;31,125;31;28;38;16;29;0;0;60,833;45,4;46;49;40;107,875;49,167;44;76;47;50,042;30;42;52;0;0;52,75;45;45;22;34;22;37;17;38,9;0;21;40;44;17;21;21;0;44;18;31,3;33;34,8;35,2;23;21;0;82;59;53;75;0;0;27;29,522;0;36;0;64;0;0;0;51;0;40,25;25;0;31;0;19;32;0;39;35;26;50;35;35;41;26;22;21;0;20;70;40;33;34;0;25;16;23;0;45;47;53;46;0;74;34,6;15;26,6;18,17;43;36;23;43;0;0;41,5;33;34;37;46,7;38
23;58;45;45;106,417;37;77,7;54;52,1;57,9;61;75;70,6;74;74;30,2;33;44;33;83,5;63,8;0;55;33;57;0;0;24;110;91,43;0;65;24;24;0;0;0;36;49;25,7;34,1;46,4;30,2;103,6;35,3;101,8;47;121,4;41;27,1;21,4;50,8;43,4;0;23;34,583;38;32;45;16;35;0;0;50,292;51;52;83;0;98,625;44;153;53;36;55,333;42;65;62;0;0;52,625;69;49;48;52;31;58;2;35,8;0;70;75;132;53;44;44;0;28;24;53,496;141;51,2;48;0;45;69;88;73;49;77;90;74;30;31,042;23,833;34;0;43;6;0;0;0;0;29,458;29;0;12;12;34;55;13;43;47;47;94;41;41;0;23;61;54;0;22;72;37;30;38;0;38;0;0;0;79;131;76;0;25;68;40,9;23,8;27,2;14,37;47;40;36;79;0;0;46,6;53;39;73;47,1;46
32;37;16;16;41,695;13;39,7;37;52,1;32,6;29;50;56,5;50;50;39;29;30;23;37,8;37,9;0;43;38;50;43;0;51;67;46,135;0;47;55;50;55,5;0;0;30;47;40;36;42,9;45,5;39,2;44,6;38,5;53;27,4;47;36,7;29,9;54,6;52,7;0;32;43,625;51;43;60;20;53;0;0;74,292;52,7;57;63;0;149,875;91,75;66;70;38;39,75;37;156;83;0;0;82,333;88;52;50;39;44;47;29;53,7;0;49;0;95;34;33;33;0;25;49;92,246;36;87,8;90,9;0;40;0;43;44;46;69;0;0;25;30,208;21,083;38;0;36;0;0;0;60;0;41,083;30;0;0;4;41;58;10;56;58;48;89;52;52;0;42;31;43;0;38;26;24;67;70;0;27;0;0;0;112;66;79;0;39;107;41,7;26;31,3;16,83;55;44;37;54;0;0;51,5;43;43;57;68,1;49
